"﻿""EDULIT_IND""",Indicator,LOCATION,Country,TIME,Time,Value
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BFA,Burkina Faso,2003,2003,9.48854
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BFA,Burkina Faso,2004,2004,10.55684
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BFA,Burkina Faso,2005,2005,11.39635
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BFA,Burkina Faso,2006,2006,12.2104
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BFA,Burkina Faso,2007,2007,12.9184
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BFA,Burkina Faso,2008,2008,14.76796
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BFA,Burkina Faso,2009,2009,15.81624
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BFA,Burkina Faso,2010,2010,16.48259
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BFA,Burkina Faso,2011,2011,18.46772
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BFA,Burkina Faso,2012,2012,19.75082
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BFA,Burkina Faso,2013,2013,21.66167
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BFA,Burkina Faso,2015,2015,26.49281
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BGD,Bangladesh,1976,1976,16.1555
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BGD,Bangladesh,1977,1977,14.17506
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BGD,Bangladesh,1981,1981,15.58325
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BGD,Bangladesh,1983,1983,18.89447
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BGD,Bangladesh,1987,1987,19.13941
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BGD,Bangladesh,1998,1998,40.55367
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BGD,Bangladesh,1999,1999,43.59311
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BGD,Bangladesh,2000,2000,44.90648
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BGD,Bangladesh,2001,2001,46.15699
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BGD,Bangladesh,2002,2002,47.27697
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BGD,Bangladesh,2003,2003,47.07322
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BGD,Bangladesh,2004,2004,43.85653
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BGD,Bangladesh,2005,2005,42.59117
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BGD,Bangladesh,2006,2006,43.25932
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BGD,Bangladesh,2007,2007,44.06557
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BGD,Bangladesh,2009,2009,44.98673
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BGD,Bangladesh,2010,2010,46.25018
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BGD,Bangladesh,2011,2011,45.87797
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BGD,Bangladesh,2012,2012,48.15595
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BGD,Bangladesh,2013,2013,52.59709
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BGD,Bangladesh,2015,2015,57.2399
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BGR,Bulgaria,1996,1996,84.73743
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BGR,Bulgaria,1997,1997,84.58091
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BGR,Bulgaria,1998,1998,84.60414
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BGR,Bulgaria,1999,1999,85.17005
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BGR,Bulgaria,2000,2000,86.23983
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BGR,Bulgaria,2001,2001,87.02009
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BGR,Bulgaria,2002,2002,87.62041
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BGR,Bulgaria,2003,2003,85.05535
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BGR,Bulgaria,2004,2004,86.42719
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BGR,Bulgaria,2005,2005,87.07498
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BGR,Bulgaria,2006,2006,86.65431
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BGR,Bulgaria,2007,2007,86.28842
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BGR,Bulgaria,2008,2008,85.30373
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BGR,Bulgaria,2009,2009,84.17479
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BGR,Bulgaria,2010,2010,84.14092
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BGR,Bulgaria,2011,2011,85.20056
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BGR,Bulgaria,2012,2012,85.34849
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BGR,Bulgaria,2013,2013,87.75442
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BGR,Bulgaria,2014,2014,88.16581
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BGR,Bulgaria,2015,2015,88.32495
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BHR,Bahrain,1977,1977,44.49664
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BHR,Bahrain,1978,1978,47.30355
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BHR,Bahrain,1979,1979,50.78448
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BHR,Bahrain,1982,1982,58.75061
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BHR,Bahrain,1983,1983,69.9067
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BHR,Bahrain,1984,1984,67.10597
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BHR,Bahrain,1985,1985,72.6233
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BHR,Bahrain,1986,1986,76.82985
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BHR,Bahrain,1987,1987,73.83914
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BHR,Bahrain,1989,1989,75.80844
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BHR,Bahrain,1992,1992,84.70331
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BHR,Bahrain,1994,1994,90.47582
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BHR,Bahrain,1995,1995,91.90458
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BHR,Bahrain,1997,1997,85.39812
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BHR,Bahrain,1998,1998,85.41438
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BHR,Bahrain,1999,1999,84.76687
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BHR,Bahrain,2000,2000,88.14957
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BHR,Bahrain,2001,2001,88.95519
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BHR,Bahrain,2002,2002,86.03664
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BHR,Bahrain,2003,2003,85.76261
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BHR,Bahrain,2004,2004,86.78015
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BHR,Bahrain,2005,2005,87.79237
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BHR,Bahrain,2006,2006,88.17641
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BHR,Bahrain,2008,2008,84.73808
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BHR,Bahrain,2009,2009,85.1291
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BHR,Bahrain,2010,2010,86.12079
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BHR,Bahrain,2011,2011,87.53958
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BHR,Bahrain,2012,2012,84.04088
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BHR,Bahrain,2013,2013,85.3236
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BHR,Bahrain,2014,2014,88.2504
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BHR,Bahrain,2015,2015,91.06987
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BHS,Bahamas,1981,1981,90.39679
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BHS,Bahamas,1984,1984,90.4494
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BHS,Bahamas,1992,1992,89.13072
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BHS,Bahamas,1993,1993,89.39219
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BHS,Bahamas,1994,1994,85.76726
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BHS,Bahamas,1999,1999,70.83905
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BHS,Bahamas,2004,2004,79.61817
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BHS,Bahamas,2005,2005,82.90294
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BHS,Bahamas,2006,2006,84.92215
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BHS,Bahamas,2007,2007,87.28677
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BHS,Bahamas,2008,2008,86.13475
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BHS,Bahamas,2009,2009,84.01834
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BHS,Bahamas,2010,2010,82.68537
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BLR,Belarus,2010,2010,93.88607
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BLR,Belarus,2011,2011,94.23383
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BLR,Belarus,2012,2012,96.18483
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BLR,Belarus,2013,2013,98.14015
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BLR,Belarus,2014,2014,99.46545
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BLR,Belarus,2015,2015,99.25263
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BLZ,Belize,1999,1999,55.26378
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BLZ,Belize,2000,2000,58.58054
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BLZ,Belize,2001,2001,60.15394
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BLZ,Belize,2003,2003,68.07894
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BLZ,Belize,2005,2005,65.05073
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BLZ,Belize,2006,2006,64.77684
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BLZ,Belize,2007,2007,64.21417
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BLZ,Belize,2008,2008,63.41598
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BLZ,Belize,2009,2009,63.74815
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BLZ,Belize,2010,2010,63.68799
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BLZ,Belize,2011,2011,65.40976
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BLZ,Belize,2012,2012,67.51124
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BLZ,Belize,2013,2013,69.20813
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BLZ,Belize,2014,2014,69.32601
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BLZ,Belize,2015,2015,69.51298
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BMU,Bermuda,1978,1978,64.90172
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BMU,Bermuda,2010,2010,59.2124
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BMU,Bermuda,2011,2011,73.19643
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BOL,Bolivia (Plurinational State of),2000,2000,60.81584
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BOL,Bolivia (Plurinational State of),2001,2001,63.96759
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BOL,Bolivia (Plurinational State of),2002,2002,68.63812
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BOL,Bolivia (Plurinational State of),2003,2003,71.5321
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BOL,Bolivia (Plurinational State of),2004,2004,73.90498
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BOL,Bolivia (Plurinational State of),2005,2005,74.66176
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BOL,Bolivia (Plurinational State of),2006,2006,74.24569
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BOL,Bolivia (Plurinational State of),2007,2007,73.5308
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BOL,Bolivia (Plurinational State of),2008,2008,72.57954
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BOL,Bolivia (Plurinational State of),2009,2009,73.28939
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BOL,Bolivia (Plurinational State of),2010,2010,73.1991
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BOL,Bolivia (Plurinational State of),2011,2011,72.79428
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BOL,Bolivia (Plurinational State of),2012,2012,74.00697
NER_2T3_CP,"Net enrolment rate, secondary, both sexes (%)",BOL,Bolivia (Plurinational State of),2013,2013,75.72735
