"﻿""EDULIT_IND""",Indicator,LOCATION,Country,TIME,Time,Value
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",TUR,Turkey,2005,2005,97.78914
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",TUR,Turkey,2006,2006,98.13663
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",TUR,Turkey,2007,2007,98.60757
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",TUR,Turkey,2008,2008,97.99827
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",TUR,Turkey,2009,2009,95.61944
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",TUR,Turkey,2010,2010,96.32587
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",TUR,Turkey,2011,2011,95.37837
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",TUR,Turkey,2012,2012,92.69955
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",TUR,Turkey,2013,2013,92.90035
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",TUR,Turkey,2014,2014,94.13345
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",TUR,Turkey,2015,2015,94.13807
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",BFA,Burkina Faso,1971,1971,10.0546
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",BFA,Burkina Faso,1972,1972,10.48779
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",BFA,Burkina Faso,1977,1977,12.55797
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",BFA,Burkina Faso,1978,1978,13.02682
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",BFA,Burkina Faso,1979,1979,13.5189
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",BFA,Burkina Faso,1980,1980,14.30842
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",BFA,Burkina Faso,1981,1981,15.32438
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",BFA,Burkina Faso,1982,1982,16.8141
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",BFA,Burkina Faso,1983,1983,18.08
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",BFA,Burkina Faso,1984,1984,19.42906
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",BFA,Burkina Faso,1985,1985,21.48464
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",BFA,Burkina Faso,1986,1986,23.48546
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",BFA,Burkina Faso,1987,1987,25.13819
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",BFA,Burkina Faso,1988,1988,25.62197
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",BFA,Burkina Faso,1989,1989,25.91472
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",BFA,Burkina Faso,1991,1991,27.18227
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",BFA,Burkina Faso,1992,1992,27.70352
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",BFA,Burkina Faso,1993,1993,28.68706
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",BFA,Burkina Faso,1994,1994,29.91303
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",BFA,Burkina Faso,1995,1995,31.53517
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",BFA,Burkina Faso,1998,1998,34.9797
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",BFA,Burkina Faso,1999,1999,35.48886
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",BFA,Burkina Faso,2000,2000,36.33308
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",BFA,Burkina Faso,2001,2001,37.26344
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",BFA,Burkina Faso,2002,2002,36.72385
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",BFA,Burkina Faso,2003,2003,38.65737
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",BFA,Burkina Faso,2004,2004,41.15568
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",BFA,Burkina Faso,2005,2005,45.75245
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",BFA,Burkina Faso,2006,2006,48.74735
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",BFA,Burkina Faso,2007,2007,54.03105
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",BFA,Burkina Faso,2008,2008,59.95319
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",BFA,Burkina Faso,2009,2009,62.74713
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",BFA,Burkina Faso,2010,2010,59.77185
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",BFA,Burkina Faso,2011,2011,64.64225
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",BFA,Burkina Faso,2012,2012,65.36232
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",BFA,Burkina Faso,2013,2013,66.23651
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",BFA,Burkina Faso,2014,2014,67.45066
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",BFA,Burkina Faso,2015,2015,69.09631
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",NPL,Nepal,1983,1983,59.44876
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",NPL,Nepal,1984,1984,60.64846
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",NPL,Nepal,1988,1988,66.62107
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",NPL,Nepal,1999,1999,66.32444
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",NPL,Nepal,2000,2000,72.61187
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",NPL,Nepal,2003,2003,80.4018
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",NPL,Nepal,2004,2004,81.08564
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",NPL,Nepal,2011,2011,98.44745
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",NPL,Nepal,2012,2012,99.38301
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",NPL,Nepal,2014,2014,94.46534
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",NPL,Nepal,2015,2015,96.88675
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",NPL,Nepal,2016,2016,96.96362
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",MSR,Montserrat,2004,2004,94.26382
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",MSR,Montserrat,2005,2005,96.30781
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",MSR,Montserrat,2006,2006,99.13668
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",MSR,Montserrat,2007,2007,92.31966
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",GIN,Guinea,1984,1984,27.96973
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",GIN,Guinea,1985,1985,30.9858
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",GIN,Guinea,1986,1986,28.60689
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",GIN,Guinea,1987,1987,26.39117
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",GIN,Guinea,1988,1988,27.31706
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",GIN,Guinea,1989,1989,27.05931
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",GIN,Guinea,1990,1990,26.0572
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",GIN,Guinea,1991,1991,27.82344
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",GIN,Guinea,1998,1998,39.2321
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",GIN,Guinea,1999,1999,41.63628
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",GIN,Guinea,2000,2000,44.65357
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",GIN,Guinea,2001,2001,48.11049
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",GIN,Guinea,2002,2002,55.45559
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",GIN,Guinea,2003,2003,58.90541
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",GIN,Guinea,2004,2004,61.94793
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",GIN,Guinea,2005,2005,63.76231
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",GIN,Guinea,2006,2006,65.59747
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",GIN,Guinea,2007,2007,67.17674
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",GIN,Guinea,2008,2008,66.37862
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",GIN,Guinea,2009,2009,67.36165
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",GIN,Guinea,2010,2010,68.93139
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",GIN,Guinea,2011,2011,72.4878
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",GIN,Guinea,2012,2012,72.61316
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",GIN,Guinea,2013,2013,73.24464
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",GIN,Guinea,2014,2014,75.65523
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",LAO,Lao People's Democratic Republic,1988,1988,65.18689
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",LAO,Lao People's Democratic Republic,1990,1990,64.9222
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",LAO,Lao People's Democratic Republic,1992,1992,58.13767
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",LAO,Lao People's Democratic Republic,1993,1993,62.96952
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",LAO,Lao People's Democratic Republic,1994,1994,66.70903
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",LAO,Lao People's Democratic Republic,1996,1996,68.65727
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",LAO,Lao People's Democratic Republic,1997,1997,71.11475
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",LAO,Lao People's Democratic Republic,1998,1998,74.35543
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",LAO,Lao People's Democratic Republic,1999,1999,74.90834
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",LAO,Lao People's Democratic Republic,2000,2000,75.69538
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",LAO,Lao People's Democratic Republic,2001,2001,75.11421
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",LAO,Lao People's Democratic Republic,2002,2002,76.17453
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",LAO,Lao People's Democratic Republic,2003,2003,78.69946
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",LAO,Lao People's Democratic Republic,2004,2004,79.34927
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",LAO,Lao People's Democratic Republic,2005,2005,80.61729
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",LAO,Lao People's Democratic Republic,2006,2006,82.156
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",LAO,Lao People's Democratic Republic,2007,2007,84.66916
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",LAO,Lao People's Democratic Republic,2008,2008,87.11556
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",LAO,Lao People's Democratic Republic,2009,2009,89.50417
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",LAO,Lao People's Democratic Republic,2010,2010,94.14741
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",LAO,Lao People's Democratic Republic,2011,2011,93.98846
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",LAO,Lao People's Democratic Republic,2012,2012,93.78661
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",LAO,Lao People's Democratic Republic,2013,2013,95.37304
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",LAO,Lao People's Democratic Republic,2014,2014,95.12423
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",LAO,Lao People's Democratic Republic,2015,2015,92.71189
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",PHL,Philippines,1976,1976,96.79429
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",PHL,Philippines,1979,1979,96.19226
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",PHL,Philippines,1981,1981,93.17163
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",PHL,Philippines,1982,1982,93.18703
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",PHL,Philippines,1983,1983,91.5879
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",PHL,Philippines,1984,1984,90.89099
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",PHL,Philippines,1985,1985,94.41545
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",PHL,Philippines,1986,1986,93.79489
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",PHL,Philippines,1987,1987,94.04347
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",PHL,Philippines,1988,1988,96.06293
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",PHL,Philippines,1989,1989,97.54395
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",PHL,Philippines,1990,1990,98.44265
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",PHL,Philippines,1992,1992,95.53177
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",PHL,Philippines,1993,1993,94.58485
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",PHL,Philippines,1994,1994,92.95874
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",PHL,Philippines,1996,1996,95.68161
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",PHL,Philippines,1998,1998,91.805
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",PHL,Philippines,1999,1999,88.94171
NER_1_CP,"Net enrolment rate, primary, both sexes (%)",PHL,Philippines,2001,2001,89.50105
